Order ID,Order Date,Customer Name,Product,Category,Quantity,Price,Sales,City,Payment Method
10328,2025-09-23,Customer_69,Backpack,Bags,3,1500,4500,Chennai,Net Banking
10329,2025-11-05,Customer_211,Smartphone,Electronics,4,25000,100000,Coimbatore,
10330,2025-02-10,Customer_84,Shoes,Fashion,1,1800,1800,Erode,Card
10331,2025-11-05,Customer_184,Mouse,Accessories,4,800,3200,Trichy,Cash
10332,2025-08-17,Customer_11,Backpack,Bags,3,1500,4500,Erode,Card
10333,2025-05-21,Customer_164,Books,Education,4,500,2000,Chennai,UPI
10334,2025-09-20,Customer_206,T-Shirt,Fashion,3,700,2100,Erode,Cash
10335,2025-11-08,Customer_174,Laptop,Electronics,2,55000,110000,Trichy,UPI
10336,2025-05-01,Customer_200,Headphones,Electronics,1,2000,2000,Erode,Card
10337,2025-10-18,Customer_9,Shoes,Fashion,4,1800,7200,Salem,Cash
10338,2025-07-10,Customer_114,Backpack,Bags,3,1500,4500,Chennai,Cash
10339,2025-07-23,Customer_81,Watch,Accessories,3,3000,9000,Erode,Card
10340,2025-01-14,Customer_189,Keyboard,Accessories,1,1200,1200,Coimbatore,Net Banking
10341,2025-10-15,Customer_31,Watch,Accessories,4,3000,12000,Madurai,Card
10342,2025-11-10,Customer_74,Backpack,Bags,2,1500,3000,Erode,Net Banking
10343,2025-03-11,Customer_219,Keyboard,Accessories,1,1200,1200,Chennai,Net Banking
10344,2025-02-14,Customer_208,Headphones,Electronics,4,2000,8000,Erode,Card
10345,2025-10-09,Customer_139,Shoes,Fashion,1,1800,1800,Madurai,Card
10346,2025-07-05,Customer_131,Headphones,Electronics,2,2000,4000,Coimbatore,UPI
10347,2025-05-02,Customer_203,Keyboard,Accessories,2,1200,2400,Trichy,UPI
10348,2025-10-21,Customer_95,Shoes,Fashion,5,1800,9000,Trichy,Cash
10349,2025-02-03,Customer_80,Books,Education,1,500,500,Trichy,Net Banking
10350,2025-07-29,Customer_211,Watch,Accessories,4,3000,12000,Salem,UPI
10351,2025-11-25,Customer_19,Headphones,Electronics,3,2000,6000,Trichy,Net Banking
10352,2025-03-07,Customer_225,Watch,Accessories,3,3000,9000,Salem,Cash
10353,2025-09-15,Customer_234,Headphones,Electronics,4,2000,8000,Chennai,UPI
10354,2025-06-05,Customer_43,Watch,Accessories,2,3000,6000,Coimbatore,Card
10355,2025-09-23,Customer_230,Keyboard,Accessories,3,1200,3600,Madurai,UPI
10356,2025-11-22,Customer_245,Mouse,Accessories,2,800,1600,Salem,Card
10357,2025-11-11,Customer_137,Headphones,Electronics,3,2000,6000,Chennai,Cash
10358,2025-03-20,Customer_44,Books,Education,5,500,2500,Erode,Card
10359,2025-01-15,Customer_21,Books,Education,1,500,500,Chennai,Card
10360,2025-08-02,Customer_159,Keyboard,Accessories,5,1200,6000,Erode,UPI
10361,2025-05-29,Customer_165,Backpack,Bags,5,1500,7500,Madurai,Net Banking
10362,2025-06-02,Customer_117,Keyboard,Accessories,4,1200,4800,Chennai,UPI
10363,2025-08-01,Customer_124,Headphones,Electronics,4,2000,8000,Trichy,Cash
10364,2025-03-15,Customer_81,Shoes,Fashion,5,1800,9000,Erode,Card
10365,2025-03-08,Customer_195,Shoes,Fashion,4,1800,7200,Madurai,UPI
10366,2025-08-27,Customer_32,Shoes,Fashion,2,1800,3600,Madurai,Net Banking
10367,2025-02-19,Customer_13,Keyboard,Accessories,2,1200,2400,Madurai,Net Banking
10368,2025-05-08,Customer_247,Books,Education,4,500,2000,Coimbatore,Card
10369,2025-04-08,Customer_196,Books,Education,3,500,1500,Coimbatore,Net Banking
10370,2025-09-13,Customer_226,Watch,Accessories,4,3000,12000,Madurai,Net Banking
10371,2025-07-21,Customer_130,Laptop,Electronics,1,55000,55000,Trichy,Cash
10372,2025-06-30,Customer_13,Keyboard,Accessories,5,1200,6000,Chennai,Card
10373,2025-12-01,Customer_173,Backpack,Bags,5,1500,7500,,Card
10374,2025-02-25,Customer_111,Watch,Accessories,1,3000,3000,Coimbatore,Card
10375,2025-07-07,Customer_12,Shoes,Fashion,4,1800,7200,Trichy,UPI
10376,2025-04-10,Customer_93,Books,Education,5,500,2500,,Card
10377,2025-09-16,Customer_116,Smartphone,Electronics,4,25000,100000,Salem,Card
10378,2025-03-02,Customer_33,Books,Education,5,500,2500,Chennai,Net Banking
10379,2025-10-13,Customer_241,Shoes,Fashion,3,1800,5400,Madurai,Cash
10380,2025-09-18,Customer_103,Keyboard,Accessories,5,1200,6000,Salem,UPI
10381,2025-03-12,Customer_183,Laptop,Electronics,1,55000,55000,Madurai,Net Banking
10382,2025-03-18,Customer_156,Watch,Accessories,4,3000,12000,Salem,Cash
10383,2025-06-13,Customer_42,Shoes,Fashion,5,1800,9000,Trichy,Card
10384,2025-09-17,Customer_213,Books,Education,3,500,1500,Salem,Net Banking
10385,2025-09-01,Customer_209,Books,Education,3,500,1500,Chennai,Card
10386,2025-08-02,Customer_150,Shoes,Fashion,1,1800,1800,Madurai,UPI
10387,2025-05-16,Customer_248,Books,Education,4,500,2000,Erode,Cash
10388,2025-09-03,Customer_44,Laptop,Electronics,5,55000,275000,Salem,Net Banking
10389,2025-01-17,Customer_147,Headphones,Electronics,2,2000,4000,,UPI
10390,2025-08-14,Customer_81,Keyboard,Accessories,1,1200,1200,Trichy,Cash
10391,2025-07-30,Customer_129,T-Shirt,Fashion,2,700,1400,Salem,Net Banking
10392,2025-09-23,Customer_54,Laptop,Electronics,2,55000,110000,Salem,Card
10393,2025-07-12,Customer_81,Backpack,Bags,5,1500,7500,Coimbatore,Net Banking
10394,2025-10-07,Customer_91,Watch,Accessories,3,3000,9000,Erode,Card
10395,2025-04-09,Customer_246,Books,Education,4,500,2000,Coimbatore,Card
10396,2025-04-26,Customer_242,Watch,Accessories,3,3000,9000,Madurai,Card
10397,2025-06-12,Customer_123,Keyboard,Accessories,4,1200,4800,Madurai,
10398,2025-10-21,Customer_174,Mouse,Accessories,1,800,800,Salem,Net Banking
10399,2025-03-16,Customer_75,T-Shirt,Fashion,3,700,2100,Chennai,Card
10400,2025-08-15,Customer_168,Smartphone,Electronics,3,25000,75000,Madurai,Net Banking
10401,2025-10-03,Customer_70,Keyboard,Accessories,2,1200,2400,Salem,Card
10402,2025-11-12,Customer_190,Headphones,Electronics,1,2000,2000,Salem,Cash
10403,2025-12-09,Customer_232,Keyboard,Accessories,1,1200,1200,Salem,Cash
10404,2025-02-21,Customer_106,Keyboard,Accessories,1,1200,1200,Madurai,Net Banking
10405,2025-01-03,Customer_247,Smartphone,Electronics,2,25000,50000,Salem,Cash
10406,2025-09-02,Customer_167,T-Shirt,Fashion,4,700,2800,Coimbatore,Card
10407,2025-11-27,Customer_16,Shoes,Fashion,3,1800,5400,Chennai,Cash
10408,2025-03-31,Customer_107,Watch,Accessories,1,3000,3000,Coimbatore,UPI
10409,2025-04-06,Customer_240,T-Shirt,Fashion,4,700,2800,Erode,Card
10410,2025-06-02,Customer_146,Laptop,Electronics,1,55000,55000,Salem,UPI
10411,2025-08-21,Customer_165,Shoes,Fashion,3,1800,5400,Salem,Net Banking
10412,2025-08-28,Customer_70,Headphones,Electronics,5,2000,10000,Coimbatore,UPI
10413,2025-08-23,Customer_166,Shoes,Fashion,2,1800,3600,Madurai,Cash
10414,2025-06-01,Customer_146,Laptop,Electronics,3,55000,165000,Erode,Cash
10415,2025-11-24,Customer_230,Headphones,Electronics,5,2000,10000,Trichy,Net Banking
10416,2025-02-14,Customer_103,Watch,Accessories,3,3000,9000,Erode,UPI
10417,2025-09-02,Customer_83,Headphones,Electronics,2,2000,4000,Coimbatore,UPI
10418,2025-05-01,Customer_115,Mouse,Accessories,4,800,3200,Madurai,Card
10419,2025-10-21,Customer_3,Mouse,Accessories,5,800,4000,Madurai,Card
10420,2025-12-08,Customer_31,Keyboard,Accessories,1,1200,1200,Trichy,Card
10421,2025-12-18,Customer_129,Headphones,Electronics,4,2000,8000,Erode,Card
10422,2025-07-08,Customer_158,Smartphone,Electronics,3,25000,75000,Coimbatore,Cash
10423,2025-03-20,Customer_117,Headphones,Electronics,4,2000,8000,Erode,Card
10424,2025-08-30,Customer_194,T-Shirt,Fashion,5,700,3500,Salem,Cash
10425,2025-02-11,Customer_135,Keyboard,Accessories,5,1200,6000,Trichy,Card
10426,2025-02-27,Customer_16,Smartphone,Electronics,5,25000,125000,Salem,Cash
10427,2025-03-18,Customer_43,Books,Education,5,500,2500,Madurai,Net Banking
10428,2025-10-26,Customer_126,Smartphone,Electronics,2,25000,50000,Chennai,Net Banking
10429,2025-03-09,Customer_132,Laptop,Electronics,4,55000,220000,Trichy,Net Banking
10430,2025-10-14,Customer_119,Books,Education,1,500,500,Erode,Card
10431,2025-05-11,Customer_210,Laptop,Electronics,4,55000,220000,Chennai,Cash
10432,2025-01-24,Customer_109,Books,Education,1,500,500,Madurai,UPI
10433,2025-02-05,Customer_240,Watch,Accessories,1,3000,3000,Trichy,UPI
10434,2025-04-03,Customer_197,Mouse,Accessories,4,800,3200,Coimbatore,Net Banking
10435,2025-08-18,Customer_223,Shoes,Fashion,4,1800,7200,Trichy,Net Banking
10436,2025-03-10,Customer_168,Smartphone,Electronics,5,25000,125000,Madurai,UPI
10437,2025-07-21,Customer_136,Headphones,Electronics,5,2000,10000,Coimbatore,Cash
10438,2025-06-02,Customer_119,Laptop,Electronics,1,55000,55000,Erode,Net Banking
10439,2025-04-28,Customer_64,Watch,Accessories,4,3000,12000,Trichy,Card
10440,2025-04-07,Customer_240,Headphones,Electronics,3,2000,6000,Erode,UPI
10441,2025-11-11,Customer_197,Laptop,Electronics,4,55000,220000,Chennai,Cash
10442,2025-02-21,Customer_153,Keyboard,Accessories,1,1200,1200,Chennai,Net Banking
10443,2025-05-06,Customer_190,Books,Education,1,500,500,Chennai,Net Banking
10444,2025-10-04,Customer_56,Backpack,Bags,2,1500,3000,Chennai,Cash
10445,2025-04-30,Customer_209,Watch,Accessories,3,3000,9000,Erode,Card
10446,2025-12-11,Customer_210,Books,Education,5,500,2500,Madurai,Cash
10447,2025-12-05,Customer_134,Mouse,Accessories,2,800,1600,Coimbatore,Net Banking
10448,2025-02-01,Customer_143,Mouse,Accessories,3,800,2400,Salem,Cash
10449,2025-09-11,Customer_13,T-Shirt,Fashion,5,700,3500,Madurai,Net Banking
10450,2025-12-23,Customer_107,Watch,Accessories,3,3000,9000,Trichy,Cash
10451,2025-04-05,Customer_194,Mouse,Accessories,4,800,3200,Salem,Net Banking
10452,2025-06-03,Customer_220,Keyboard,Accessories,2,1200,2400,Erode,Cash
10453,2025-10-15,Customer_106,Backpack,Bags,1,1500,1500,Trichy,Cash
10454,2025-05-11,Customer_53,T-Shirt,Fashion,2,700,1400,Madurai,UPI
10455,2025-02-17,Customer_138,Backpack,Bags,3,1500,4500,Erode,Cash
10456,2025-07-13,Customer_173,Laptop,Electronics,3,55000,165000,Salem,UPI
10457,2025-10-28,Customer_186,Smartphone,Electronics,2,25000,50000,Erode,Cash
10458,2025-06-20,Customer_78,Backpack,Bags,2,1500,3000,Chennai,Cash
10459,2025-09-03,Customer_235,Keyboard,Accessories,1,1200,1200,Coimbatore,Cash
10460,2025-10-10,Customer_83,T-Shirt,Fashion,2,700,1400,Madurai,Net Banking
10461,2025-11-29,Customer_92,Backpack,Bags,5,1500,7500,,Card
10462,2025-09-12,Customer_120,Shoes,Fashion,5,1800,9000,Chennai,Net Banking
10463,2025-07-09,Customer_81,Shoes,Fashion,2,1800,3600,Trichy,UPI
10464,2025-03-16,Customer_5,Books,Education,2,500,1000,Madurai,Net Banking
10465,2025-04-11,Customer_85,Mouse,Accessories,2,800,1600,,Net Banking
10466,2025-09-13,Customer_141,Books,Education,2,500,1000,Erode,Card
10467,2025-11-25,Customer_190,Mouse,Accessories,4,800,3200,Trichy,Net Banking
10468,2025-03-28,Customer_36,Headphones,Electronics,3,2000,6000,Erode,Net Banking
10469,2025-11-25,Customer_246,Headphones,Electronics,5,2000,10000,Chennai,UPI
10470,2025-01-04,Customer_106,Smartphone,Electronics,1,25000,25000,Coimbatore,Cash
10471,2025-01-05,Customer_56,Smartphone,Electronics,2,25000,50000,Salem,Net Banking
10472,2025-11-13,Customer_164,Shoes,Fashion,1,1800,1800,Erode,Net Banking
10473,2025-01-04,Customer_137,Backpack,Bags,1,1500,1500,Salem,Net Banking
10474,2025-09-29,Customer_185,Laptop,Electronics,1,55000,55000,Madurai,Card
10475,2025-12-24,Customer_173,Laptop,Electronics,5,55000,275000,Trichy,Cash
10476,2025-09-26,Customer_39,Smartphone,Electronics,1,25000,25000,Coimbatore,Cash
10477,2025-05-10,Customer_209,Books,Education,5,500,2500,Madurai,Card
10478,2025-07-11,Customer_246,T-Shirt,Fashion,1,700,700,Trichy,Net Banking
10479,2025-12-23,Customer_58,Books,Education,2,500,1000,Madurai,UPI
10480,2025-07-27,Customer_98,Laptop,Electronics,1,55000,55000,Trichy,Net Banking
10481,2025-12-26,Customer_44,Laptop,Electronics,1,55000,55000,Chennai,Net Banking
10482,2025-10-17,Customer_220,T-Shirt,Fashion,3,700,2100,Chennai,UPI
10483,2025-12-21,Customer_228,Keyboard,Accessories,2,1200,2400,Salem,Net Banking
10484,2025-02-08,Customer_176,Mouse,Accessories,1,800,800,Madurai,UPI
10485,2025-01-09,Customer_247,Headphones,Electronics,3,2000,6000,Coimbatore,Cash
10486,2025-06-03,Customer_42,T-Shirt,Fashion,1,700,700,Salem,Cash
10487,2025-12-13,Customer_230,Books,Education,4,500,2000,Salem,Card
10488,2025-12-19,Customer_186,T-Shirt,Fashion,2,700,1400,Chennai,Card
10489,2025-08-12,Customer_60,Laptop,Electronics,1,55000,55000,Chennai,Card
10490,2025-11-01,Customer_102,Books,Education,5,500,2500,Madurai,UPI
10491,2025-09-09,Customer_59,Mouse,Accessories,4,800,3200,Madurai,Net Banking
10492,2025-12-15,Customer_150,T-Shirt,Fashion,2,700,1400,Erode,Net Banking
10493,2025-06-01,Customer_205,Smartphone,Electronics,5,25000,125000,Coimbatore,UPI
10494,2025-03-20,Customer_98,Smartphone,Electronics,3,25000,75000,Erode,Cash
10495,2025-07-04,Customer_28,T-Shirt,Fashion,3,700,2100,Chennai,UPI
10496,2025-07-04,Customer_195,Mouse,Accessories,4,800,3200,Madurai,UPI
10497,2025-04-06,Customer_111,Headphones,Electronics,1,2000,2000,Trichy,Net Banking
10498,2025-02-15,Customer_91,Smartphone,Electronics,1,25000,25000,Salem,UPI
10499,2025-06-16,Customer_222,Books,Education,5,500,2500,Trichy,UPI
10500,2025-07-18,Customer_200,Mouse,Accessories,4,800,3200,Chennai,Cash
10501,2025-03-28,Customer_176,Books,Education,5,500,2500,Trichy,Cash
10502,2025-06-04,Customer_69,Headphones,Electronics,3,2000,6000,Trichy,Cash
10503,2025-08-11,Customer_71,Smartphone,Electronics,2,25000,50000,Trichy,Card
10504,2025-07-04,Customer_65,Backpack,Bags,1,1500,1500,Coimbatore,Net Banking
10505,2025-04-11,Customer_118,Books,Education,5,500,2500,Chennai,Cash
10506,2025-07-22,Customer_86,Mouse,Accessories,1,800,800,Salem,Net Banking
10507,2025-06-21,Customer_111,Shoes,Fashion,4,1800,7200,Erode,Cash
10508,2025-11-05,Customer_243,Mouse,Accessories,3,800,2400,Erode,Cash
10509,2025-04-01,Customer_247,Backpack,Bags,3,1500,4500,Trichy,Card
10510,2025-10-22,Customer_201,Mouse,Accessories,4,800,3200,Coimbatore,
10511,2025-07-21,Customer_94,T-Shirt,Fashion,3,700,2100,Chennai,Cash
10512,2025-04-03,Customer_175,Books,Education,5,500,2500,Salem,UPI
10513,2025-08-13,Customer_205,Backpack,Bags,2,1500,3000,Madurai,UPI
10514,2025-03-13,Customer_163,T-Shirt,Fashion,4,700,2800,Madurai,Cash
10515,2025-08-05,Customer_203,Mouse,Accessories,2,800,1600,Trichy,UPI
10516,2025-09-03,Customer_150,Backpack,Bags,5,1500,7500,Trichy,Net Banking
10517,2025-07-04,Customer_180,Watch,Accessories,1,3000,3000,Salem,UPI
10518,2025-12-03,Customer_171,Smartphone,Electronics,2,25000,50000,Madurai,Cash
10519,2025-10-16,Customer_166,Books,Education,1,500,500,,Net Banking
10520,2025-02-24,Customer_3,Shoes,Fashion,4,1800,7200,Chennai,Card
10521,2025-09-23,Customer_143,Keyboard,Accessories,5,1200,6000,Salem,Cash
10522,2025-07-20,Customer_119,Backpack,Bags,3,1500,4500,Erode,Cash
10523,2025-09-05,Customer_27,Shoes,Fashion,1,1800,1800,Madurai,Net Banking
10524,2025-03-14,Customer_90,Smartphone,Electronics,1,25000,25000,Madurai,Card
10525,2025-09-24,Customer_124,Backpack,Bags,2,1500,3000,Madurai,Net Banking
10526,2025-12-23,Customer_116,Smartphone,Electronics,4,25000,100000,Madurai,UPI
10527,2025-12-30,Customer_30,Mouse,Accessories,1,800,800,Chennai,Card
10528,2025-05-05,Customer_133,Smartphone,Electronics,2,25000,50000,Coimbatore,Cash
10529,2025-08-07,Customer_246,Shoes,Fashion,5,1800,9000,Trichy,Cash
10530,2025-04-06,Customer_164,T-Shirt,Fashion,2,700,1400,Erode,Net Banking
10531,2025-11-11,Customer_227,T-Shirt,Fashion,1,700,700,Coimbatore,Net Banking
10532,2025-07-19,Customer_2,Books,Education,4,500,2000,Erode,Cash
10533,2025-12-27,Customer_208,Keyboard,Accessories,3,1200,3600,Chennai,UPI
10534,2025-07-07,Customer_84,Watch,Accessories,2,3000,6000,Coimbatore,Net Banking
10535,2025-12-10,Customer_221,Smartphone,Electronics,3,25000,75000,Trichy,Card
10536,2025-11-09,Customer_101,Books,Education,4,500,2000,Salem,UPI
10537,2025-08-23,Customer_159,Shoes,Fashion,3,1800,5400,Coimbatore,
10538,2025-02-13,Customer_173,Books,Education,5,500,2500,Coimbatore,Card
10539,2025-06-06,Customer_30,Smartphone,Electronics,2,25000,50000,Coimbatore,Card
10540,2025-07-18,Customer_108,Headphones,Electronics,5,2000,10000,Salem,Cash
10541,2025-08-05,Customer_48,Books,Education,4,500,2000,Trichy,Cash
10542,2025-09-08,Customer_74,Watch,Accessories,2,3000,6000,Coimbatore,Cash
10543,2025-11-14,Customer_14,Shoes,Fashion,4,1800,7200,Madurai,UPI
10544,2025-04-10,Customer_209,Backpack,Bags,2,1500,3000,Trichy,Net Banking
10545,2025-08-01,Customer_182,T-Shirt,Fashion,4,700,2800,Trichy,Net Banking
10546,2025-10-17,Customer_8,Headphones,Electronics,1,2000,2000,Coimbatore,Card
10547,2025-04-26,Customer_138,Laptop,Electronics,3,55000,165000,Madurai,Cash
10548,2025-09-11,Customer_141,Backpack,Bags,5,1500,7500,Salem,UPI
10549,2025-05-18,Customer_199,Books,Education,1,500,500,Salem,Card
10550,2025-08-14,Customer_140,Watch,Accessories,1,3000,3000,Coimbatore,Net Banking
10551,2025-06-02,Customer_224,Smartphone,Electronics,2,25000,50000,Chennai,Net Banking
10552,2025-02-14,Customer_113,Mouse,Accessories,3,800,2400,Chennai,
10553,2025-12-19,Customer_90,Keyboard,Accessories,5,1200,6000,Erode,Net Banking
10554,2025-03-13,Customer_201,Headphones,Electronics,5,2000,10000,Coimbatore,Cash
10555,2025-06-29,Customer_137,Laptop,Electronics,5,55000,275000,,Cash
10556,2025-05-29,Customer_147,Shoes,Fashion,3,1800,5400,Madurai,UPI
10557,2025-01-31,Customer_71,Headphones,Electronics,4,2000,8000,Erode,Cash
10558,2025-03-16,Customer_183,Headphones,Electronics,2,2000,4000,Madurai,Cash
10559,2025-03-14,Customer_148,T-Shirt,Fashion,4,700,2800,Erode,Card
10560,2025-08-20,Customer_20,T-Shirt,Fashion,4,700,2800,Erode,UPI
10561,2025-05-23,Customer_178,T-Shirt,Fashion,5,700,3500,Madurai,Net Banking
10562,2025-10-25,Customer_1,Backpack,Bags,3,1500,4500,Erode,UPI
10563,2025-02-02,Customer_204,Backpack,Bags,3,1500,4500,Salem,Net Banking
10564,2025-04-19,Customer_127,Keyboard,Accessories,4,1200,4800,Madurai,Card
10565,2025-10-08,Customer_148,Mouse,Accessories,3,800,2400,Coimbatore,
10566,2025-01-24,Customer_26,Shoes,Fashion,1,1800,1800,Erode,Net Banking
10567,2025-03-22,Customer_113,Laptop,Electronics,1,55000,55000,Trichy,UPI
10568,2025-12-19,Customer_233,T-Shirt,Fashion,2,700,1400,Coimbatore,Card
10569,2025-02-17,Customer_168,Headphones,Electronics,3,2000,6000,Madurai,Card
10570,2025-12-07,Customer_232,Smartphone,Electronics,3,25000,75000,Erode,Cash
10571,2025-11-17,Customer_79,Laptop,Electronics,4,55000,220000,Erode,Cash
10572,2025-12-27,Customer_25,T-Shirt,Fashion,1,700,700,Chennai,Cash
10573,2025-03-09,Customer_152,Backpack,Bags,1,1500,1500,Coimbatore,Net Banking
10574,2025-12-23,Customer_88,Laptop,Electronics,1,55000,55000,Chennai,Net Banking
10575,2025-02-06,Customer_59,Headphones,Electronics,4,2000,8000,Trichy,UPI
10576,2025-06-10,Customer_95,Smartphone,Electronics,1,25000,25000,Madurai,Cash
10577,2025-11-25,Customer_174,T-Shirt,Fashion,2,700,1400,Coimbatore,UPI
10578,2025-01-05,Customer_157,Watch,Accessories,5,3000,15000,Erode,Cash
10579,2025-04-20,Customer_161,Backpack,Bags,3,1500,4500,Erode,Cash
10580,2025-12-18,Customer_114,T-Shirt,Fashion,5,700,3500,Coimbatore,UPI
10581,2025-03-05,Customer_151,Smartphone,Electronics,2,25000,50000,Erode,Net Banking
10582,2025-06-11,Customer_203,Shoes,Fashion,4,1800,7200,Coimbatore,Cash
10583,2025-05-08,Customer_142,Mouse,Accessories,1,800,800,Salem,Card
10584,2025-04-16,Customer_133,Laptop,Electronics,3,55000,165000,Salem,Cash
10585,2025-11-27,Customer_14,T-Shirt,Fashion,3,700,2100,Coimbatore,Net Banking
10586,2025-05-04,Customer_128,T-Shirt,Fashion,1,700,700,Erode,UPI
10587,2025-07-04,Customer_240,Watch,Accessories,1,3000,3000,Madurai,Cash
10588,2025-08-04,Customer_94,T-Shirt,Fashion,5,700,3500,Salem,Cash
10589,2025-01-09,Customer_151,Backpack,Bags,1,1500,1500,Chennai,UPI
10590,2025-01-21,Customer_237,Mouse,Accessories,2,800,1600,Chennai,Net Banking
10591,2025-11-18,Customer_183,Watch,Accessories,3,3000,9000,Salem,Net Banking
10592,2025-02-12,Customer_164,T-Shirt,Fashion,4,700,2800,Salem,Cash
10593,2025-06-08,Customer_21,Mouse,Accessories,1,800,800,Salem,Cash
10594,2025-06-17,Customer_101,Headphones,Electronics,5,2000,10000,Salem,UPI
10595,2025-05-03,Customer_15,Mouse,Accessories,4,800,3200,Coimbatore,UPI
10596,2025-08-21,Customer_157,T-Shirt,Fashion,1,700,700,Salem,UPI
10597,2025-03-03,Customer_4,Mouse,Accessories,2,800,1600,Erode,Cash
10598,2025-09-12,Customer_244,Laptop,Electronics,2,55000,110000,Madurai,Card
10599,2025-03-06,Customer_192,Headphones,Electronics,3,2000,6000,Madurai,UPI
10600,2025-08-08,Customer_70,Laptop,Electronics,3,55000,165000,Salem,UPI
10601,2025-11-18,Customer_20,Mouse,Accessories,5,800,4000,Trichy,Net Banking
10602,2025-01-29,Customer_128,Watch,Accessories,3,3000,9000,Salem,Cash
10603,2025-05-11,Customer_198,Shoes,Fashion,2,1800,3600,Chennai,UPI
10604,2025-01-02,Customer_12,Keyboard,Accessories,5,1200,6000,Chennai,Cash
10605,2025-07-06,Customer_99,Laptop,Electronics,4,55000,220000,Coimbatore,Cash
10606,2025-12-02,Customer_108,Laptop,Electronics,5,55000,275000,Coimbatore,Card
10607,2025-06-13,Customer_70,Keyboard,Accessories,4,1200,4800,Chennai,Card
10608,2025-12-11,Customer_231,Smartphone,Electronics,5,25000,125000,Chennai,Cash
10609,2025-01-24,Customer_245,Keyboard,Accessories,5,1200,6000,Trichy,UPI
10610,2025-06-09,Customer_84,Backpack,Bags,3,1500,4500,Chennai,Net Banking
10611,2025-04-13,Customer_75,Laptop,Electronics,3,55000,165000,Salem,Card
10612,2025-08-26,Customer_95,Books,Education,2,500,1000,Salem,Net Banking
10613,2025-05-06,Customer_39,Keyboard,Accessories,5,1200,6000,Chennai,Net Banking
10614,2025-10-05,Customer_89,Laptop,Electronics,2,55000,110000,Erode,UPI
10615,2025-12-03,Customer_97,Shoes,Fashion,1,1800,1800,Erode,Card
10616,2025-09-29,Customer_61,Smartphone,Electronics,2,25000,50000,Trichy,Net Banking
10617,2025-12-31,Customer_72,Laptop,Electronics,2,55000,110000,Chennai,UPI
10618,2025-07-31,Customer_180,Keyboard,Accessories,5,1200,6000,Madurai,Net Banking
10619,2025-02-18,Customer_130,Smartphone,Electronics,5,25000,125000,Coimbatore,Net Banking
10620,2025-10-18,Customer_16,Smartphone,Electronics,5,25000,125000,Trichy,Cash
10621,2025-05-14,Customer_218,Keyboard,Accessories,3,1200,3600,Madurai,Net Banking
10622,2025-08-20,Customer_70,Shoes,Fashion,3,1800,5400,Coimbatore,UPI
10623,2025-10-27,Customer_28,Keyboard,Accessories,2,1200,2400,Coimbatore,UPI
10624,2025-08-27,Customer_81,Headphones,Electronics,4,2000,8000,Trichy,UPI
10625,2025-04-17,Customer_116,Watch,Accessories,3,3000,9000,Madurai,Net Banking
10626,2025-02-16,Customer_41,Mouse,Accessories,1,800,800,Erode,Card
10627,2025-04-21,Customer_214,Books,Education,1,500,500,Madurai,Cash
10628,2025-07-02,Customer_102,Smartphone,Electronics,2,25000,50000,Salem,UPI
10629,2025-03-31,Customer_8,Mouse,Accessories,3,800,2400,Trichy,Net Banking
10630,2025-05-08,Customer_25,Watch,Accessories,5,3000,15000,Trichy,UPI
10631,2025-01-07,Customer_16,Headphones,Electronics,1,2000,2000,Coimbatore,Cash
10632,2025-07-10,Customer_176,Keyboard,Accessories,4,1200,4800,Erode,UPI
10633,2025-05-13,Customer_235,Books,Education,5,500,2500,Chennai,UPI
10634,2025-11-27,Customer_114,Smartphone,Electronics,2,25000,50000,Coimbatore,UPI
10635,2025-01-22,Customer_242,Shoes,Fashion,1,1800,1800,,UPI
10636,2025-08-10,Customer_211,Headphones,Electronics,5,2000,10000,,Net Banking
10637,2025-07-15,Customer_175,Backpack,Bags,1,1500,1500,Trichy,Cash
10638,2025-04-06,Customer_71,Shoes,Fashion,2,1800,3600,Madurai,Net Banking
10639,2025-11-11,Customer_159,Headphones,Electronics,1,2000,2000,Salem,Cash
10640,2025-07-30,Customer_226,Mouse,Accessories,4,800,3200,Salem,Net Banking
10641,2025-05-24,Customer_99,Laptop,Electronics,1,55000,55000,Coimbatore,Net Banking
10642,2025-05-08,Customer_162,Keyboard,Accessories,5,1200,6000,Salem,UPI
10643,2025-09-03,Customer_140,T-Shirt,Fashion,3,700,2100,Trichy,Card
10644,2025-06-14,Customer_100,Books,Education,5,500,2500,Madurai,Cash
10645,2025-11-02,Customer_57,Laptop,Electronics,3,55000,165000,Chennai,Card
10646,2025-09-29,Customer_92,Laptop,Electronics,4,55000,220000,Salem,Cash
10647,2025-05-07,Customer_169,Headphones,Electronics,1,2000,2000,Coimbatore,Card
10648,2025-04-23,Customer_148,Watch,Accessories,1,3000,3000,Trichy,Card
10649,2025-05-02,Customer_152,Headphones,Electronics,2,2000,4000,Madurai,Card
10650,2025-12-27,Customer_180,Books,Education,1,500,500,Madurai,Cash
10651,2025-09-10,Customer_139,Books,Education,2,500,1000,Madurai,Cash
10652,2025-02-16,Customer_15,Backpack,Bags,1,1500,1500,Coimbatore,Cash
10653,2025-09-02,Customer_1,Laptop,Electronics,5,55000,275000,Madurai,Cash
10654,2025-04-01,Customer_236,Headphones,Electronics,3,2000,6000,,UPI
10655,2025-10-28,Customer_181,Laptop,Electronics,2,55000,110000,Coimbatore,UPI
